"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-6373.78112915004,5.24493398657955,2.57580184055615e-16,10.7198003973383
"2","GTR","relaxed_log_normal","yule",-6358.44878203703,5.20142644559354,0.00000000117399485868495,7.17016800276577
"3","GTR","strict","birth_death",-6388.46802429523,7.97334211271401,1.07764304741604e-22,5.46630525919431
"4","GTR","strict","yule",-6370.96376632524,6.10002661118709,4.31000305029577e-15,13.100840007877
"5","HKY","relaxed_log_normal","birth_death",-6367.35207648684,6.30204272876019,1.5959325947163e-13,11.4049690157515
"6","HKY","relaxed_log_normal","yule",-6370.9240833115,6.47889432873683,4.4844758689862e-15,11.7971790145293
"7","HKY","strict","birth_death",-6361.82149509993,5.46699511591205,4.0263870700044e-11,7.41448988332996
"8","HKY","strict","yule",-6354.08163486271,5.47777145848316,0.0000000925324613436217,8.11273462433327
"9","JC69","relaxed_log_normal","birth_death",-6348.93228107416,4.17647859727309,0.0000159452029095846,11.7772724295926
"10","JC69","relaxed_log_normal","yule",-6339.46346530606,3.55313902887343,0.206483088898266,6.39778793831369
"11","JC69","strict","birth_death",-6338.11723070317,3.46925040259679,0.793499665155074,4.03153657577995
"12","TN93","relaxed_log_normal","birth_death",-6353.93264146183,4.63035881826874,0.000000107399219764733,6.80894838195738
"13","TN93","relaxed_log_normal","yule",-6351.6254491567,5.05577212816758,0.00000107895172355181,3.49288707346334
"14","TN93","strict","birth_death",-6370.95692459039,7.32648793908863,4.33959205300904e-15,4.01861429668501
"15","TN93","strict","yule",-6355.58167694926,5.48391530460761,0.000000020645913985144,7.22861775605503
