Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6332.46140502096	3.7	-6327.15998350876	-5.301421512200187	
1	-6332.46140502096	3.7	-6327.15998350876	-5.301421512200187	
2	-6332.922837647643	3.7	-6326.421610384985	-6.501227262658038	
3	-6332.922837647643	3.7	-6326.421610384985	-6.501227262658038	
4	-6332.922837647643	3.7	-6326.421610384985	-6.501227262658038	
5	-6331.797673045428	3.8	-6325.444202116285	-6.353470929143259	
6	-6330.960808528944	3.9	-6324.821673559116	-6.139134969827891	
