#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:alignment_twin" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:alignment_twin" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:alignment_twin" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:alignment_twin" name="distribution" x="@BDBirthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:alignment_twin" name="distribution" x="@BDDeathRate.t:alignment_twin">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa1.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa2.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:alignment_twin" kappa1="@kappa1.s:alignment_twin" kappa2="@kappa2.s:alignment_twin" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_twin" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BirthDeath	BDBirthRate	BDDeathRate
16000	-6118.644341913244	-6111.780825053834	-6.863516859410325	-6111.780825053834	0.9073855562497526	0.8385182942433218	0.9086269725274226	0.22761627461858389	0.25224389329834335	0.2585414608837239	0.2615983711993489	-4.024387092110154	1.933507284161437	0.1794021998133591
17000	-6119.19129417184	-6113.025654423308	-6.165639748532406	-6113.025654423308	0.9076059722325702	0.851734732979009	0.9086269725274226	0.22761627461858389	0.25224389329834335	0.24858635266617324	0.27155347941689956	-3.3225645116326232	0.9531296709087773	0.2221006528785042
18000	-6119.428655572726	-6113.139178695513	-6.2894768772131275	-6113.139178695513	0.9732385548923486	0.851734732979009	0.8986140631130655	0.22761627461858389	0.25224389329834335	0.24858635266617324	0.27155347941689956	-3.4496719610370117	1.4260796863615044	0.10972185015719092
19000	-6122.192201866262	-6114.680027250786	-7.512174615475131	-6114.680027250786	1.0568889918190076	0.851734732979009	0.9417248890241553	0.22761627461858389	0.2544365683592868	0.24858635266617324	0.2693608043559561	-4.6580035963108735	1.8212148081627244	0.1394076797955341
20000	-6121.468572436666	-6114.7996203149805	-6.6689521216856855	-6114.7996203149805	1.142721563587752	0.851734732979009	0.9417248890241553	0.22761627461858389	0.25441532829860647	0.24858635266617324	0.26938204441663643	-3.8147811025214278	0.771188527705992	0.2876892230864134
21000	-6118.559411755286	-6111.423132969986	-7.136278785300323	-6111.423132969986	0.9630077589948899	0.944439616830336	0.9417248890241553	0.22761627461858389	0.2504772143190468	0.2525244666457329	0.26938204441663643	-4.252109369262582	1.6194546312648213	0.34756702008097345
22000	-6118.53685276751	-6112.2718151464815	-6.265037621028395	-6112.2718151464815	0.9486026195340045	0.944439616830336	0.9417248890241553	0.22761627461858389	0.2504772143190468	0.2525244666457329	0.26938204441663643	-3.380868204990654	1.1142527805880988	0.23348331795570323
23000	-6122.83861124899	-6112.771890100996	-10.066721147993654	-6112.771890100996	1.0118400727991566	0.944439616830336	0.9417248890241553	0.22761627461858389	0.24792173165980355	0.26396499261085954	0.2604970011107531	-7.182551731955915	1.893739406289422	0.6989116453402259
24000	-6119.633609176671	-6111.470895632724	-8.162713543946824	-6111.470895632724	0.9426867178892491	0.944439616830336	0.9417248890241553	0.22775105205802587	0.24792173165980355	0.25676575253555683	0.26756146374661377	-5.278544127909083	2.54748059432487	0.17118413547569097
25000	-6118.902326573004	-6112.5009136571	-6.4014129159037845	-6112.5009136571	0.9574604350234912	0.944439616830336	0.8357536041309879	0.22775105205802587	0.25256382882007483	0.2572807916206135	0.2624043275012858	-3.5510722237627292	0.8125916742922206	0.25109397163091685
26000	-6122.038893191325	-6115.2258982017165	-6.812994989608365	-6115.2258982017165	1.180202207656261	0.944439616830336	0.8357536041309879	0.22775105205802587	0.25256382882007483	0.2572807916206135	0.2624043275012858	-3.962654297467309	1.04588109807809	0.31303987958576196
27000	-6118.297140613542	-6111.984588672679	-6.312551940863288	-6111.984588672679	0.9821269583302535	0.944439616830336	0.8357536041309879	0.22759912396455736	0.25256382882007483	0.2509369144122949	0.26890013280307296	-3.4622112487222325	0.8361742535616853	0.2851812517112807
28000	-6121.818238570478	-6114.995679985925	-6.822558584553099	-6114.995679985925	0.9072578201175107	0.944439616830336	0.8357536041309879	0.22759912396455736	0.25256382882007483	0.2509369144122949	0.26890013280307296	-3.9722178924120435	0.8566084988487043	0.630913938549381
29000	-6120.685539739313	-6113.747058026354	-6.938481712958707	-6113.747058026354	0.9128103389703317	1.0243414549628653	0.9023995096690632	0.22759912396455736	0.25256382882007483	0.2509369144122949	0.26890013280307296	-4.03907074544071	0.9206660520689245	0.620500918665608
30000	-6120.9512807904	-6111.84316122051	-9.108119569889386	-6111.84316122051	0.9476982069557194	1.0243414549628653	0.9023995096690632	0.23632581617687617	0.24383713660775602	0.2509369144122949	0.26890013280307296	-6.20870860237139	0.9208959264110578	0.8494323698886166
31000	-6118.90373011535	-6112.116381251964	-6.7873488633859935	-6112.116381251964	0.9639239065200758	0.9403660580875437	0.9023995096690632	0.23391169508808854	0.24383713660775602	0.2533510355010825	0.26890013280307296	-3.9177061647599505	0.8034302691729808	0.6439309844748823
32000	-6117.536922184006	-6110.879777469201	-6.6571447148044935	-6110.879777469201	0.9672223672074064	0.9403660580875437	0.9023995096690632	0.23391169508808854	0.24383713660775602	0.2533510355010825	0.26890013280307296	-3.7875020161784505	0.7813136579928939	0.5578290724967616
33000	-6117.184649841546	-6110.721466023213	-6.463183818333556	-6110.721466023213	0.9485253390159982	0.7642129556476437	0.9023995096690632	0.23391169508808854	0.24383713660775602	0.2533510355010825	0.26890013280307296	-3.646283255385437	0.5630078670090234	0.572457707819425
34000	-6120.31692045449	-6113.843852845705	-6.473067608784849	-6113.843852845705	1.1213204590219443	0.7642129556476437	0.9023995096690632	0.23391169508808854	0.24383713660775602	0.2533510355010825	0.26890013280307296	-3.65616704583673	0.8777437329966833	0.13036227216210622
35000	-6121.779031012125	-6115.477323485412	-6.30170752671313	-6115.477323485412	0.9518169447405458	0.7642129556476437	0.9023995096690632	0.23391169508808854	0.24383713660775602	0.2652364868738411	0.25701468143031436	-3.4848069637650116	1.2441614800807195	0.0036563024620329
36000	-6117.980994488052	-6111.4909626479475	-6.490031840104521	-6111.4909626479475	1.0140503767043234	0.7642129556476437	0.9023995096690632	0.23391169508808854	0.24383713660775602	0.2652364868738411	0.25701468143031436	-3.6731312771564024	1.3529000588465314	0.0845809341971636
37000	-6117.297938320619	-6111.018161042849	-6.279777277770091	-6111.018161042849	0.9487427044476159	0.7642129556476437	0.9023995096690632	0.23391169508808854	0.24383713660775602	0.2652364868738411	0.25701468143031436	-3.462876714821971	0.8001809837189308	0.258130648696143
38000	-6117.696839834757	-6111.047789125429	-6.649050709328332	-6111.047789125429	0.9920059613059672	0.7642129556476437	0.9023995096690632	0.23391169508808854	0.24306535469553367	0.2660082687860635	0.25701468143031436	-3.8321501463802123	1.5952336741148132	0.09155724830102362
39000	-6122.963855852324	-6114.481206612975	-8.48264923934819	-6114.481206612975	0.9021865924262792	0.7642129556476437	1.0059478886719027	0.25005814493724593	0.24306535469553367	0.2498618189369061	0.25701468143031436	-5.630006264006483	2.979389357184844	0.21061524926933403
40000	-6119.902464631147	-6111.943197661741	-7.959266969406728	-6111.943197661741	0.9548516144204551	0.7642129556476437	1.0059478886719027	0.25005814493724593	0.24306535469553367	0.2498618189369061	0.25701468143031436	-5.106623994065021	1.6700422708401235	0.5401708637544362
41000	-6120.115695249909	-6113.2462161437425	-6.869479106165934	-6113.2462161437425	1.071328436932801	0.7642129556476437	1.0059478886719027	0.25005814493724593	0.24306535469553367	0.2498618189369061	0.25701468143031436	-4.0168361308242275	0.2963142465180984	0.7201077513082661
42000	-6120.463949169619	-6113.9499308452305	-6.514018324388431	-6113.9499308452305	0.9797186357090886	0.9616700995447893	1.0059478886719027	0.24071463257365266	0.25240886705912696	0.2498618189369061	0.25701468143031436	-3.6012893648953295	1.0243375769933734	0.18343991282465572
43000	-6118.569378560088	-6112.042327882602	-6.527050677486031	-6112.042327882602	1.0202085263974234	0.9322937127254356	1.0059478886719027	0.24071463257365266	0.25240886705912696	0.2498618189369061	0.25701468143031436	-3.624406197342749	0.9195121225570034	0.1120007350720667
44000	-6121.496606003461	-6114.528941242542	-6.967664760919699	-6114.528941242542	1.023391254974452	0.9322937127254356	1.0059478886719027	0.24071463257365266	0.25240886705912696	0.24039266229420841	0.266483838073012	-4.065020280776417	0.5615219377068641	0.6902638308168947
45000	-6121.460556490774	-6113.498586012619	-7.961970478154916	-6113.498586012619	0.9339581366571621	0.9322937127254356	1.0890446465297523	0.24071463257365266	0.25240886705912696	0.24039266229420841	0.266483838073012	-5.028435451528946	2.3239999388731696	0.2426593446280037
46000	-6119.761020373617	-6113.520061286183	-6.240959087433753	-6113.520061286183	0.9627095931013151	0.9322937127254356	1.0890446465297523	0.24071463257365266	0.25240886705912696	0.24039266229420841	0.266483838073012	-3.307424060807783	1.3055839653768584	0.0703600428996933
47000	-6120.444011664618	-6113.443524353189	-7.00048731142909	-6113.443524353189	1.0405372442498033	1.0022619693260761	1.0890446465297523	0.24071463257365266	0.25240886705912696	0.25794279251734215	0.24893370784987828	-4.042471422025946	0.46494047397566474	0.44837785747410813
48000	-6119.3805721824965	-6112.948989838397	-6.431582344099693	-6112.948989838397	1.0093281683718272	0.8903827261677241	1.0890446465297523	0.24071463257365266	0.25240886705912696	0.25794279251734215	0.24893370784987828	-3.51186523874817	0.8626948106670197	0.07495406214033973
49000	-6118.885831333956	-6112.399840576778	-6.485990757177822	-6112.399840576778	1.026684274859881	0.8903827261677241	1.0890446465297523	0.2390618070374502	0.25240886705912696	0.25959561805354464	0.24893370784987828	-3.5662736518262976	0.8979482775451251	0.18340990404139473
50000	-6120.584764331529	-6114.092069181831	-6.492695149697958	-6114.092069181831	0.9242398607652307	0.8903827261677241	0.9947121680837003	0.2390618070374502	0.25240886705912696	0.25959561805354464	0.24893370784987828	-3.6079144169490647	0.7437230849530095	0.19192161875224123
51000	-6120.11664519146	-6113.863959079839	-6.252686111620459	-6113.863959079839	0.9114113885140998	0.8903827261677241	0.9947121680837003	0.2390618070374502	0.25240886705912696	0.25959561805354464	0.24893370784987828	-3.367905378871565	0.9097869071813521	0.2975506196187379
52000	-6121.275659764009	-6114.978152907473	-6.297506856536883	-6114.978152907473	1.0326552074504247	0.8660086199606073	0.9947121680837003	0.2390618070374502	0.25240886705912696	0.25959561805354464	0.24893370784987828	-3.4204094504704314	1.435396418963661	0.02348138718681497
53000	-6119.190818277475	-6113.038420514548	-6.15239776292708	-6113.038420514548	0.9441293651297586	0.8660086199606073	0.9947121680837003	0.2390618070374502	0.25240886705912696	0.25959561805354464	0.24893370784987828	-3.275300356860629	0.9808339976335205	0.010867550750161936
54000	-6120.641386632349	-6114.299976257892	-6.34141037445675	-6114.299976257892	0.914449795645239	0.8660086199606073	0.9947121680837003	0.2390618070374502	0.256270808601763	0.25959561805354464	0.24507176630724228	-3.464312968390299	0.6471256163130953	0.5619597927583888
55000	-6121.016583647914	-6113.998538430947	-7.018045216967204	-6113.998538430947	0.9334896585853298	0.8660086199606073	1.0441861341210081	0.2390618070374502	0.2492198681998987	0.26664655845540897	0.24507176630724228	-4.122884299713768	0.8534747867157795	0.649078405198636
56000	-6123.068764869457	-6116.692062539134	-6.376702330322731	-6116.692062539134	1.057031738677864	0.6491493655757936	1.0441861341210081	0.23817467276653576	0.2492198681998987	0.26664655845540897	0.24595890057815673	-3.532182363272829	1.1610230992018338	0.1434254299228735
57000	-6122.094098066179	-6115.257542983229	-6.836555082950177	-6115.257542983229	1.0462238098387682	0.6491493655757936	1.0441861341210081	0.23817467276653576	0.2492198681998987	0.26664655845540897	0.24595890057815673	-3.992035115900274	0.4618160765113484	0.7312322756912061
58000	-6123.434216435983	-6116.538583808907	-6.895632627076065	-6116.538583808907	1.0321968059153233	0.6491493655757936	0.6641181348322963	0.23817467276653576	0.2492198681998987	0.26664655845540897	0.24595890057815673	-4.161015551660766	0.3933305153015543	0.7780114335070706
59000	-6126.0519115510615	-6118.650537105844	-7.401374445218129	-6118.650537105844	0.9761587780058775	0.49185772852799076	0.7098673263012614	0.24199318421073757	0.24117194611782988	0.26664655845540897	0.25018831121602375	-4.657326145195123	0.7955420633577658	0.7626806127749749
60000	-6124.89973944703	-6116.8191664328415	-8.080573014188127	-6116.8191664328415	1.0003875643862132	0.49185772852799076	0.7098673263012614	0.24199318421073757	0.24117194611782988	0.26664655845540897	0.25018831121602375	-5.3365247141651215	0.3670507776476985	0.9118666368713777
61000	-6127.058472705461	-6120.041689361913	-7.016783343547831	-6120.041689361913	1.0133039894384075	0.49185772852799076	0.7098673263012614	0.24199318421073757	0.24117194611782988	0.26664655845540897	0.25018831121602375	-4.2727350435248255	1.664332784873391	0.14418691807864956
62000	-6127.988788346784	-6121.4681899524785	-6.520598394305308	-6121.4681899524785	0.8898093649563416	0.49185772852799076	0.7461791466244363	0.24288553816014166	0.24117194611782988	0.2657542045060049	0.25018831121602375	-3.768735165813851	1.7572522838282811	0.11695409699855507
63000	-6124.19131611323	-6117.724940744513	-6.466375368716648	-6117.724940744513	0.9983225457889406	0.48526464527910573	0.7461791466244363	0.24288553816014166	0.24117194611782988	0.2657542045060049	0.25018831121602375	-3.7131836752049483	0.5948845726926278	0.4352348512409926
64000	-6119.66287884088	-6113.41674160053	-6.246137240349379	-6113.41674160053	0.9965161652169633	0.701172838107048	0.7461791466244363	0.24288553816014166	0.24117194611782988	0.2657542045060049	0.25018831121602375	-3.4874171958611293	1.1584204507114417	0.20265873983128177
65000	-6119.568786167733	-6113.115025856114	-6.453760311620028	-6113.115025856114	0.9357142343048475	0.701172838107048	0.7461791466244363	0.24288553816014166	0.24117194611782988	0.2526338138183623	0.26330870190366634	-3.695040267131778	1.1319831180252646	0.31369062000184456
66000	-6124.263937099746	-6116.294612013143	-7.969325086603464	-6116.294612013143	1.0410855263076277	0.9939828408636617	0.7461791466244363	0.23832021038051315	0.24117194611782988	0.25719914159799084	0.26330870190366634	-5.125293992091838	0.3374275477754679	0.1707073485427041
67000	-6118.003792938863	-6111.616873974415	-6.386918964447232	-6111.616873974415	1.0057068197402264	0.9939828408636617	0.94880299473352	0.23832021038051315	0.24117194611782988	0.25719914159799084	0.26330870190366634	-3.482951515467801	1.010626261430732	0.125739666761521
68000	-6119.138478839468	-6112.094286950338	-7.044191889130025	-6112.094286950338	1.0210411027683246	0.9939828408636617	0.809853700531707	0.23832021038051315	0.24117194611782988	0.25719914159799084	0.26330870190366634	-4.18387993996971	0.15251062821716627	0.8987410263336028
69000	-6120.294415999454	-6113.539749178811	-6.754666820642955	-6113.539749178811	0.9633027617947852	0.9939828408636617	0.809853700531707	0.23870194973840628	0.24117194611782988	0.2568174022400977	0.26330870190366634	-3.8943548714826397	1.7868517844532956	0.16343540497323134
70000	-6117.597570979305	-6110.887137220253	-6.710433759051406	-6110.887137220253	0.9606856044315425	0.9332725137060385	0.809853700531707	0.2358456903364406	0.24117194611782988	0.2568174022400977	0.26616496130563205	-3.871295554795422	0.3641998444204546	0.6635052336516423
71000	-6117.3106721657105	-6110.9766970965875	-6.333975069122808	-6110.9766970965875	0.9223602173362514	0.7761690027123636	0.809853700531707	0.2358456903364406	0.24117194611782988	0.2568174022400977	0.26616496130563205	-3.542175387861616	0.6460178139730857	0.39526491305903605
72000	-6118.331441621214	-6111.434162323608	-6.8972792976064214	-6111.434162323608	0.9391040158666573	0.7761690027123636	0.809853700531707	0.2420760377838304	0.24797430937619286	0.2568174022400977	0.25313225059987926	-4.10547961634523	2.001559420700096	0.1153028888757045
73000	-6120.852256849258	-6114.139437995564	-6.712818853694693	-6114.139437995564	0.9194031348243238	0.7761690027123636	0.809853700531707	0.2420760377838304	0.24797430937619286	0.2568174022400977	0.25313225059987926	-3.921019172433502	1.0339081849739986	0.48602747133637986
74000	-6119.828923843795	-6113.6394005168495	-6.189523326944765	-6113.6394005168495	0.9105246141538452	0.9312257712659532	0.809853700531707	0.2420760377838304	0.24797430937619286	0.2568174022400977	0.25313225059987926	-3.35107692210721	0.8428304730817461	0.016822676959792275
75000	-6121.534961033856	-6114.593821167735	-6.941139866121172	-6114.593821167735	0.9709236255989735	0.9312257712659532	0.809853700531707	0.2420760377838304	0.24797430937619286	0.2568174022400977	0.25313225059987926	-4.102693461283618	0.9352501344341575	0.5579130477106127
76000	-6124.518879205587	-6116.985815214065	-7.533063991521737	-6116.985815214065	1.0251415834110569	0.9312257712659532	0.8835161970286444	0.2420760377838304	0.24797430937619286	0.2568174022400977	0.25313225059987926	-4.672602788268561	1.2815189076597249	0.4537845643676513
77000	-6119.9065489726945	-6113.40392451746	-6.502624455234197	-6113.40392451746	0.9350509866480368	0.9312257712659532	0.8835161970286444	0.2420760377838304	0.24797430937619286	0.2568174022400977	0.25313225059987926	-3.6421632519810205	0.6597591156573605	0.2589094038617965
