Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6121.543470665453	3.5	-6113.55645475981	-7.987015905643603	
1	-6118.1233761686935	3.5	-6112.092498176132	-6.030877992561828	
2	-6116.720515564925	3.5	-6110.535358498464	-6.185157066460843	
3	-6116.627902978828	3.6	-6110.3979946492345	-6.2299083295939965	
4	-6116.340836687224	3.7	-6110.188979379917	-6.1518573073066545	
5	-6117.134101527961	3.7	-6110.104128264885	-7.0299732630763785	
