Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-6477.035436035534	-6484.292719456316	N	-6477.035436035534	-7.257283420782343
1	-6296.406705865828	-6296.144646299661	2.0	-6296.406705865828	0.2620595661670455
2	-6069.989970405571	-6069.013979082762	3.0	-6069.989970405571	0.9759913228090029
3	-5744.977607392955	-5747.7747137130245	4.0	-5744.977607392955	-2.797106320069273
4	-5677.416045548417	-5685.1165802998885	3.0	-5677.416045548417	-7.700534751471489
5	-5581.53374931629	-5584.752080618049	2.4	-5581.53374931629	-3.218331301759605
6	-5520.1105311529045	-5521.830327515432	2.4	-5520.1105311529045	-1.719796362527335
7	-5212.587840383954	-5214.779184923461	2.7	-5212.587840383954	-2.1913445395062197
8	-5036.380711850245	-5039.668945453787	2.9	-5036.380711850245	-3.288233603542908
9	-5030.74630201151	-5034.35510200985	2.9	-5030.74630201151	-3.6087999983405226
10	-4966.293733970225	-4968.221841777447	2.8	-4966.293733970225	-1.9281078072219149
11	-4954.810466274084	-4958.285763529304	2.6	-4954.810466274084	-3.4752972552193535
12	-4932.287873615321	-4937.9287452620765	2.5	-4932.287873615321	-5.6408716467556435
13	-4888.691940455011	-4896.806465215627	2.5	-4888.691940455011	-8.114524760616234
14	-4874.862686206608	-4883.318805961078	2.6	-4874.862686206608	-8.45611975447087
15	-4874.602472316649	-4878.317179600725	2.7	-4874.602472316649	-3.7147072840750246
16	-4874.033302597755	-4878.04118054898	2.8	-4874.033302597755	-4.007877951224773
17	-4869.181064602482	-4873.3440855428025	2.9	-4869.181064602482	-4.163020940320168
18	-4869.080425224339	-4872.878971542817	2.9	-4869.080425224339	-3.7985463184782207
19	-4867.987208649873	-4872.623650857397	3.1	-4867.987208649873	-4.6364422075237535
20	-4865.053442137352	-4868.565849185649	3.2	-4865.053442137352	-3.5124070482969234
21	-4863.8927506923665	-4867.97470430317	3.3	-4863.8927506923665	-4.081953610804025
22	-4862.625768769422	-4868.215257741254	3.4	-4862.625768769422	-5.5894889718324166
23	-4861.903734877412	-4866.28450968995	3.5	-4861.903734877412	-4.380774812537956
24	-4861.225956882585	-4865.589619768786	3.6	-4861.225956882585	-4.363662886201538
25	-4859.932754695318	-4867.286118938536	3.8	-4859.932754695318	-7.3533642432175075
26	-4859.232060384885	-4864.131546235138	3.9	-4859.232060384885	-4.899485850252974
27	-4858.310629672858	-4862.185503825939	4.0	-4858.310629672858	-3.874874153080495
28	-4858.223171715286	-4862.277733427204	4.2	-4858.223171715286	-4.054561711918068
29	-4857.516917573938	-4861.9041318969075	4.4	-4857.516917573938	-4.387214322968959
30	-4857.454229387394	-4861.803646260198	4.6	-4857.454229387394	-4.349416872803551
31	-4857.110392604787	-4861.478774603064	4.7	-4857.110392604787	-4.368381998277422
32	-4857.107814898642	-4861.416368188601	4.8	-4857.107814898642	-4.308553289959388
33	-4856.994374239777	-4860.997510886932	5.0	-4856.994374239777	-4.003136647155243
34	-4856.835604263557	-4861.066123216822	5.1	-4856.835604263557	-4.230518953265473
35	-4856.825550858425	-4861.2195230058405	5.2	-4856.825550858425	-4.393972147415365
36	-4856.734259570752	-4861.5604132073595	5.3	-4856.734259570752	-4.826153636607167
37	-4856.725590471836	-4860.959938451693	5.5	-4856.725590471836	-4.234347979857476
38	-4856.695067381835	-4860.965305967425	5.6	-4856.695067381835	-4.270238585590499
39	-4856.692082501392	-4861.203951669821	6.4	-4856.692082501392	-4.5118691684293815
40	-4856.622363171162	-4861.638483699796	6.5	-4856.622363171162	-5.016120528633593
41	-4856.511204127181	-4860.912112028212	6.7	-4856.511204127181	-4.400907901030626
42	-4856.457542340581	-4860.762908517817	6.9	-4856.457542340581	-4.305366177235712
43	-4856.455994445103	-4861.577557796791	7.0	-4856.455994445103	-5.1215633516878265
44	-4856.382016595826	-4860.69668320416	7.2	-4856.382016595826	-4.314666608333856
45	-4856.342508078909	-4860.505292250228	7.3	-4856.342508078909	-4.162784171318769
46	-4856.342167919153	-4860.695103288084	7.5	-4856.342167919153	-4.352935368930918
