"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-8819.14382656431,7.08749486807637,5.87909324835426e-13,9.75481366107081
"2","GTR","relaxed_log_normal","yule",-8819.50153500503,6.79111479429314,4.11111425415196e-13,13.7823333095104
"3","GTR","strict","birth_death",-8830.24925566681,6.46672870416194,8.83657097835084e-18,6.0841288059359
"4","GTR","strict","yule",-8817.06973721633,6.26273278517432,4.67816900691537e-12,6.1316163634895
"5","HKY","relaxed_log_normal","birth_death",-8829.89647245144,7.39459892792759,1.25746403904833e-17,5.96013679579444
"6","HKY","relaxed_log_normal","yule",-8808.8895220611,5.82606404999265,0.0000000166992978193271,6.54153398956416
"7","HKY","strict","birth_death",-8808.72456776262,4.60144579705673,0.0000000196941368628268,16.1785508423377
"8","HKY","strict","yule",-8797.91332826273,4.60977547712056,0.00097633443953334,8.08043990401613
"9","JC69","relaxed_log_normal","birth_death",-8797.5912189077,4.70517500228761,0.00134737636368769,8.67995032145387
"10","JC69","relaxed_log_normal","yule",-8790.98399159623,4.30075024031663,0.997634102865,11.4760034305956
"11","JC69","strict","birth_death",-8801.24120694142,5.10083770320627,0.0000350202516415727,8.60181987216099
"12","TN93","relaxed_log_normal","birth_death",-8808.00791568021,6.7553239460056,0.0000000403250576112525,6.40309268225475
"13","TN93","relaxed_log_normal","yule",-8807.48726427019,6.18601117370226,0.0000000678720600205006,6.45846864136447
"14","TN93","strict","birth_death",-8802.84816029251,4.78455803089672,0.00000702147395709339,9.0816504344208
"15","TN93","strict","yule",-8816.31497472683,5.44630681305395,9.95096254861787e-12,6.6826212248985
