Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-13408.14914055204	-13404.762497948326	N	-13408.14914055204	3.3866426037129216
1	-12827.76809931835	-12820.481529962617	2.0	-12827.76809931835	7.286569355733104
2	-12782.464238512703	-12780.470195758298	3.0	-12782.464238512703	1.9940427544047696
3	-12121.854483683412	-12118.654320208421	4.0	-12121.854483683412	3.200163474991311
4	-10385.848221550912	-10387.757107326895	4.1	-10385.848221550912	-1.9088857759841102
5	-8466.19726568675	-8468.789108616242	3.1	-8466.19726568675	-2.591842929492149
6	-7063.589438539214	-7071.739826144288	2.5	-7063.589438539214	-8.150387605074034
7	-6968.8448992024705	-6984.96087462732	2.3	-6968.8448992024705	-16.115975424849154
8	-6950.599798856312	-6965.343458472673	2.3	-6950.599798856312	-14.743659616360759
9	-6940.8133623110025	-6955.544080803744	2.4	-6940.8133623110025	-14.730718492741403
10	-6883.34310643407	-6897.4603200700385	2.6	-6883.34310643407	-14.117213635968398
11	-6874.478117968273	-6890.867364602221	2.8	-6874.478117968273	-16.389246633947717
12	-6850.330406397865	-6868.4283171908855	2.9	-6850.330406397865	-18.09791079302072
13	-6842.9492120151435	-6861.573690811175	3.1	-6842.9492120151435	-18.62447879603094
14	-6824.173877921726	-6842.872655016579	3.2	-6824.173877921726	-18.69877709485344
15	-6793.777288181537	-6812.555764479691	3.4	-6793.777288181537	-18.778476298153773
16	-6792.780362939526	-6811.636887188541	3.5	-6792.780362939526	-18.856524249015063
17	-6789.235141773175	-6809.465077573223	3.7	-6789.235141773175	-20.229935800047937
18	-6787.046592678794	-6810.637618102409	3.9	-6787.046592678794	-23.59102542361525
19	-6777.506654468895	-6801.785713529378	5.0	-6777.506654468895	-24.27905906048291
20	-6773.892494339065	-6793.224118771141	5.2	-6773.892494339065	-19.33162443207589
21	-6767.064316136632	-6784.841603828245	5.5	-6767.064316136632	-17.777287691612134
22	-6765.608989887007	-6784.671899814062	5.7	-6765.608989887007	-19.062909927055482
23	-6760.015913347866	-6779.487815158523	6.0	-6760.015913347866	-19.471901810655975
24	-6759.5078977486155	-6779.2946312754875	6.2	-6759.5078977486155	-19.78673352687181
25	-6757.879202379601	-6775.782825428527	6.5	-6757.879202379601	-17.903623048925798
26	-6756.367967465012	-6775.0656382527095	6.7	-6756.367967465012	-18.697670787697618
27	-6755.048012779997	-6773.547794364675	7.0	-6755.048012779997	-18.499781584677034
28	-6754.701615496449	-6772.849908360701	7.3	-6754.701615496449	-18.148292864252163
29	-6753.795673004452	-6772.739428911058	9.4	-6753.795673004452	-18.94375590660678
30	-6753.565965926596	-6773.336534211441	9.7	-6753.565965926596	-19.770568284845098
31	-6752.390830800419	-6770.517512837905	10.0	-6752.390830800419	-18.12668203748575
32	-6752.2047039638655	-6770.558210871249	10.3	-6752.2047039638655	-18.353506907383505
33	-6752.201559236161	-6769.854552861201	10.6	-6752.201559236161	-17.65299362504022
34	-6752.1141309939485	-6769.875820428459	10.9	-6752.1141309939485	-17.761689434510533
35	-6752.095822149527	-6770.376228297148	11.2	-6752.095822149527	-18.28040614762168
36	-6751.978459139227	-6769.963164334095	11.5	-6751.978459139227	-17.98470519486839
37	-6751.56592661321	-6769.268538225053	11.7	-6751.56592661321	-17.702611611843302
38	-6751.550169298104	-6769.587671103767	12.0	-6751.550169298104	-18.037501805662995
39	-6751.405683180081	-6769.782729573923	14.3	-6751.405683180081	-18.37704639384209
40	-6751.28717405423	-6769.100988900699	14.6	-6751.28717405423	-17.81381484646912
41	-6751.28298021872	-6768.970758224565	14.9	-6751.28298021872	-17.687778005844624
42	-6751.282211895089	-6769.048696947607	15.1	-6751.282211895089	-17.766485052517634
43	-6751.276588896742	-6769.092871443498	15.4	-6751.276588896742	-17.816282546755502
44	-6751.274287447297	-6768.983407327299	15.7	-6751.274287447297	-17.70911988000169
45	-6751.272425661641	-6769.311414229226	16.0	-6751.272425661641	-18.03898856758521
46	-6751.268291213861	-6770.175321043934	16.3	-6751.268291213861	-18.907029830072883
47	-6751.267753690655	-6769.045766701543	16.7	-6751.267753690655	-17.778013010887825
48	-6751.267700120072	-6769.031046347913	17.0	-6751.267700120072	-17.76334622784103
49	-6751.267538281915	-6773.750507068852	14.7	-6751.267538281915	-22.48296878693727
50	-6751.26753395228	-6771.274052056104	15.0	-6751.26753395228	-20.006518103823684
51	-6751.26527466634	-6769.022008742555	15.2	-6751.26527466634	-17.756734076215693
